Timestamp;Timezone Offset;6492.sensirion-sht35-temperature;6669.dendrometer-position;6670.dendrometer-position;6671.dendrometer-position
09.11.2020 21:00;+01:00;7.913455914;3566.193581;4140.976667;6472.406387
09.11.2020 21:30;+01:00;7.585005468;3566.346169;4140.981038;6472.388903
09.11.2020 22:00;+01:00;7.301950612;3566.571077;4140.99137;6472.397645
09.11.2020 22:30;+01:00;7.025126523;3566.850026;4140.988986;6472.390493
09.11.2020 23:00;+01:00;6.808829887;3567.125797;4140.995344;6472.39844
09.11.2020 23:30;+01:00;6.610335444;3567.334016;4141.019185;6472.423077
10.11.2020 00:00;+01:00;6.361104753;3567.759991;4141.029517;6472.462018
10.11.2020 00:30;+01:00;6.09318176;3568.189939;4141.032696;6472.492218
10.11.2020 01:00;+01:00;5.990819155;3568.601608;4141.054948;6472.524007
10.11.2020 01:30;+01:00;5.603621475;3569.466273;4141.066074;6472.563744
10.11.2020 02:00;+01:00;5.604066529;3570.663134;4141.089916;6472.586791
10.11.2020 02:30;+01:00;5.610742351;3571.581046;4141.1225;6472.604275
10.11.2020 03:00;+01:00;5.481676458;3572.87248;4141.143958;6472.64878
10.11.2020 03:30;+01:00;5.308105084;3574.211597;4141.178926;6472.680569
10.11.2020 04:00;+01:00;5.205742479;3575.085004;4141.246478;6472.736994
10.11.2020 04:30;+01:00;5.101599654;3575.9751;4141.25363;6472.79501
10.11.2020 05:00;+01:00;5.039291981;3577.185472;4141.281843;6472.830772
10.11.2020 05:30;+01:00;5.163017217;3578.596115;4141.343435;6472.902298
10.11.2020 06:00;+01:00;5.27161059;3580.00199;4141.476949;6472.942034
10.11.2020 06:30;+01:00;5.210193027;3580.992222;4141.572316;6472.992897
10.11.2020 07:00;+01:00;5.041072201;3581.871192;4141.639868;6473.019123
10.11.2020 07:30;+01:00;5.067330434;3583.138784;4141.691923;6473.045349
10.11.2020 08:00;+01:00;5.138984258;3584.41035;4141.788483;6473.095417
10.11.2020 08:30;+01:00;5.154116121;3585.398992;4141.891003;6473.147869
10.11.2020 09:00;+01:00;5.388214949;3586.907387;4142.056704;6473.271052
10.11.2020 09:30;+01:00;5.322346838;3587.973118;4142.631292;6473.49755
10.11.2020 10:00;+01:00;5.457643498;3588.442008;4142.870108;6473.708947
10.11.2020 10:30;+01:00;5.697973093;3588.910103;4143.177271;6474.035581
10.11.2020 11:00;+01:00;6.215126777;3589.670658;4143.650532;6474.674543
10.11.2020 11:30;+01:00;6.3005773;3590.180874;4143.956502;6475.217342
10.11.2020 12:00;+01:00;6.926324356;3590.896924;4144.391219;6475.845178
10.11.2020 12:30;+01:00;7.335774777;3591.147264;4144.752026;6476.384004
10.11.2020 13:00;+01:00;7.909005366;3592.249552;4145.561059;6477.309068
10.11.2020 13:30;+01:00;8.450192009;3592.324257;4145.797888;6477.629344
10.11.2020 14:00;+01:00;9.461356527;3593.397141;4146.673679;6478.565534
10.11.2020 14:30;+01:00;10.44403754;3594.152133;4147.408009;6479.459604
10.11.2020 15:00;+01:00;11.08491646;3594.608307;4147.411982;6480.007172
10.11.2020 15:30;+01:00;10.75468579;3594.472408;4147.044023;6480.183601
10.11.2020 16:00;+01:00;9.790697083;3593.688011;4146.033923;6479.296684
10.11.2020 16:30;+01:00;8.807125963;3592.693806;4145.329793;6478.409767
10.11.2020 17:00;+01:00;7.970422929;3591.905435;4144.833088;6477.808952
10.11.2020 17:30;+01:00;7.514686809;3591.434956;4144.711494;6477.52285
10.11.2020 18:00;+01:00;7.263675898;3591.329257;4144.694805;6477.480729
10.11.2020 18:30;+01:00;7.018895755;3591.277599;4144.682884;6477.452914
10.11.2020 19:00;+01:00;6.832862847;3591.300646;4144.676526;6477.44894
10.11.2020 19:30;+01:00;6.720263981;3591.328462;4144.668579;6477.459272
10.11.2020 20:00;+01:00;6.704242008;3591.350714;4144.676924;6477.487087
10.11.2020 20:30;+01:00;6.262302586;3591.413498;4144.690037;6477.547487
10.11.2020 21:00;+01:00;6.262302586;3591.443698;4144.686063;6477.56815
10.11.2020 21:30;+01:00;6.407390453;3591.463566;4144.709905;6477.576097
10.11.2020 22:00;+01:00;6.450115714;3591.488202;4144.729773;6477.607091
10.11.2020 22:30;+01:00;6.266753134;3591.595491;4144.750436;6477.619807
10.11.2020 23:00;+01:00;5.990819155;3591.731389;4144.779046;6477.649212
10.11.2020 23:30;+01:00;5.801225808;3591.880798;4144.798915;6477.723916
11.11.2020 00:00;+01:00;5.851071946;3591.960271;4144.802094;6477.757295
11.11.2020 00:30;+01:00;5.802115918;3592.013518;4144.817591;6477.770805
11.11.2020 01:00;+01:00;5.462984156;3592.232068;4144.859314;6477.845907
11.11.2020 01:30;+01:00;5.346379797;3592.454592;4144.934813;6477.924188
11.11.2020 02:00;+01:00;5.302319371;3592.647711;4145.053625;6477.957567
11.11.2020 02:30;+01:00;5.369522647;3592.771689;4145.095348;6477.994919
11.11.2020 03:00;+01:00;5.29386333;3593.019644;4145.174026;6478.055318
11.11.2020 03:30;+01:00;5.195506218;3593.522708;4145.255884;6478.118896
11.11.2020 04:00;+01:00;5.236896315;3594.257037;4145.318667;6478.161017
11.11.2020 04:30;+01:00;5.27072048;3594.945272;4145.35443;6478.199959
11.11.2020 05:00;+01:00;5.434500649;3596.100807;4145.421187;6478.261153
11.11.2020 05:30;+01:00;5.336588591;3596.793016;4145.448208;6478.34301
11.11.2020 06:00;+01:00;5.256478726;3597.87941;4145.493507;6478.37162
11.11.2020 06:30;+01:00;5.284962234;3599.13667;4145.513773;6478.339036
11.11.2020 07:00;+01:00;5.414473182;3600.262801;4145.580133;6478.409767
11.11.2020 07:30;+01:00;5.537753363;3601.775169;4145.7359;6478.565534
11.11.2020 08:00;+01:00;5.608072023;3602.649371;4145.88809;6478.69428
11.11.2020 08:30;+01:00;5.664148928;3604.410489;4146.015644;6478.872299
11.11.2020 09:00;+01:00;5.730017039;3605.490923;4146.204789;6479.13456
11.11.2020 09:30;+01:00;5.816357671;3606.328964;4146.517913;6479.86571
11.11.2020 10:00;+01:00;5.872434577;3606.895606;4146.83183;6480.64216
11.11.2020 10:30;+01:00;6.042445513;3607.810338;4147.390525;6481.531461
11.11.2020 11:00;+01:00;6.329060807;3608.388106;4148.213069;6481.972933
11.11.2020 11:30;+01:00;6.445665166;3608.718713;4148.730437;6482.591629
11.11.2020 12:00;+01:00;6.761654078;3609.083494;4149.107933;6483.132839
11.11.2020 12:30;+01:00;7.208489103;3609.689077;4149.714311;6483.830611
11.11.2020 13:00;+01:00;7.472851657;3609.957695;4149.990082;6484.261751
11.11.2020 13:30;+01:00;7.669565881;3610.298634;4150.251547;6484.568119
11.11.2020 14:00;+01:00;7.711401033;3610.477448;4150.40493;6484.748522
11.11.2020 14:30;+01:00;7.889422955;3610.766729;4150.760969;6485.056082
11.11.2020 15:00;+01:00;7.613488975;3610.804876;4150.7411;6485.127608
11.11.2020 15:30;+01:00;7.410543984;3610.802492;4150.699774;6485.207081
11.11.2020 16:00;+01:00;7.439917601;3612.720966;4150.800705;5475.666046
11.11.2020 16:30;+01:00;7.412324203;3612.713814;4150.811036;6953.316927
11.11.2020 17:00;+01:00;7.184456143;3612.716198;4150.833289;6953.404744
11.11.2020 17:30;+01:00;7.273467104;3612.704277;4150.872231;6953.30143
11.11.2020 18:00;+01:00;7.296609954;3612.70984;4150.880973;6953.250567
11.11.2020 18:30;+01:00;7.37315938;3612.721761;4150.915146;6953.130563
11.11.2020 19:00;+01:00;7.53426922;3612.748782;4151.068926;6952.980359
11.11.2020 19:30;+01:00;7.660664785;3612.802823;4151.156743;6952.858766
11.11.2020 20:00;+01:00;7.801302103;3612.880707;4151.313305;6952.70141
11.11.2020 20:30;+01:00;7.78617024;3612.961769;4151.57636;6952.555974
11.11.2020 21:00;+01:00;7.640192264;3612.953822;4151.78299;6952.375571
11.11.2020 21:30;+01:00;7.617939523;3612.963359;4151.922067;6952.217817
11.11.2020 22:00;+01:00;7.58055492;3612.974882;4152.100086;6952.160597
11.11.2020 22:30;+01:00;7.53426922;3612.996737;4152.290026;6951.988538
11.11.2020 23:00;+01:00;7.622390071;3613.031705;4152.570566;6951.781909
11.11.2020 23:30;+01:00;7.837796597;3613.128662;4153.335889;6951.522032
12.11.2020 00:00;+01:00;7.965082272;3613.25105;4153.833389;6951.452891
12.11.2020 00:30;+01:00;8.044302027;3613.297939;4154.268901;6951.41236
12.11.2020 01:00;+01:00;8.171587701;3613.482316;4154.771169;6950.952212
12.11.2020 01:30;+01:00;8.281961293;3614.29294;4155.273438;6950.719357
12.11.2020 02:00;+01:00;8.115510796;3617.502848;4155.45702;6949.176788
12.11.2020 02:30;+01:00;7.896543832;3617.767493;4155.519803;6948.254903
12.11.2020 03:00;+01:00;7.917906462;3617.865245;4155.60325;6948.077679
12.11.2020 03:30;+01:00;7.96953282;3617.86445;4155.61676;6948.047479
12.11.2020 04:00;+01:00;7.944609751;3617.859681;4155.627886;6948.054632
12.11.2020 04:30;+01:00;7.889422955;3617.86445;4155.672391;6948.011716
12.11.2020 05:00;+01:00;7.998016327;3617.878755;4155.730406;6947.94337
12.11.2020 05:30;+01:00;8.021159177;3617.909749;4155.822595;6947.902044
12.11.2020 06:00;+01:00;7.982884464;3617.901802;4155.888557;6947.883765
12.11.2020 06:30;+01:00;8.086137179;3617.947896;4156.127771;6947.849592
12.11.2020 07:00;+01:00;8.199626154;3618.001938;4156.299432;6947.761377
12.11.2020 07:30;+01:00;8.258818443;3618.146578;4156.56964;6947.725614
12.11.2020 08:00;+01:00;8.258373388;3618.685404;4156.688849;6947.57541
12.11.2020 08:30;+01:00;8.497367819;3619.816303;4157.058398;6947.224935
12.11.2020 09:00;+01:00;8.717224893;3620.167573;4157.447815;6947.007974
12.11.2020 09:30;+01:00;9.489840035;3621.209462;4158.373674;6946.74174
12.11.2020 10:00;+01:00;10.55352102;3622.454007;4160.055319;6943.387985
12.11.2020 10:30;+01:00;11.42315811;3624.209563;4161.818027;6935.252349
12.11.2020 11:00;+01:00;12.23048753;3623.313904;4161.25536;6926.933924
12.11.2020 11:30;+01:00;12.96215763;3618.264993;4159.828027;6918.89286
12.11.2020 12:00;+01:00;12.48238855;3608.517647;4158.287048;6910.743713
12.11.2020 12:30;+01:00;13.03247628;3600.297769;4157.311122;6902.45072
12.11.2020 13:00;+01:00;13.51224537;3592.755795;4156.787395;6898.959875
12.11.2020 13:30;+01:00;14.15757483;3583.498001;4156.247775;6890.463829
12.11.2020 14:00;+01:00;14.68451972;3577.709993;4155.600866;6887.358427
12.11.2020 14:30;+01:00;15.03789324;3570.416768;4154.398441;6883.85725
12.11.2020 15:00;+01:00;15.88883803;3564.089934;4152.449767;6879.822413
12.11.2020 15:30;+01:00;15.60667328;3555.071354;4149.471919;6876.304944
12.11.2020 16:00;+01:00;14.80735485;3550.355434;4146.431287;6874.674161
12.11.2020 16:30;+01:00;14.13354187;3549.131552;4145.194292;6874.352296
12.11.2020 17:00;+01:00;13.7748277;3548.852603;4144.647121;6874.334017
12.11.2020 17:30;+01:00;13.3582564;3548.89075;4144.48897;6874.331633
12.11.2020 18:00;+01:00;12.69957529;3548.984528;4144.326051;6874.337196
12.11.2020 18:30;+01:00;12.09163043;3549.009164;4144.181013;6874.435743
12.11.2020 19:00;+01:00;11.43650975;3549.033006;4143.541654;6874.628862
12.11.2020 19:30;+01:00;10.80631215;3549.086253;4143.048127;6874.917348
12.11.2020 20:00;+01:00;10.35502658;3549.210231;4142.706394;6875.17484
12.11.2020 20:30;+01:00;9.950026703;3549.378713;4142.409166;6875.383854
12.11.2020 21:00;+01:00;9.739960835;3549.611568;4142.386119;6875.449022
12.11.2020 21:30;+01:00;9.630477353;3549.951712;4142.44175;6875.521342
12.11.2020 22:00;+01:00;9.352763155;3550.314903;4142.388503;6875.797908
12.11.2020 22:30;+01:00;9.118664327;3550.736109;4142.301083;6876.084805
12.11.2020 23:00;+01:00;8.763510592;3551.07069;4142.233531;6876.451969
12.11.2020 23:30;+01:00;7.889422955;3551.579316;4141.514301;6877.257824
13.11.2020 00:00;+01:00;7.344675873;3552.00688;4141.194026;6877.670288
13.11.2020 00:30;+01:00;7.000648508;3552.467028;4141.074022;6877.998511
13.11.2020 01:00;+01:00;6.445665166;3553.120295;4140.803814;6878.569921
13.11.2020 01:30;+01:00;6.224917983;3553.929329;4140.648842;6878.89417
13.11.2020 02:00;+01:00;6.187533379;3554.711342;4140.573343;6879.118284
13.11.2020 02:30;+01:00;6.097632308;3556.000392;4140.573343;6879.355907
13.11.2020 03:00;+01:00;5.834159864;3557.082017;4140.558243;6879.827181
13.11.2020 03:30;+01:00;5.557335775;3558.091323;4140.540361;6880.408128
13.11.2020 04:00;+01:00;5.233335877;3559.040229;4140.481949;6881.220341
13.11.2020 04:30;+01:00;5.153226012;3560.185432;4140.481154;6881.650289
13.11.2020 05:00;+01:00;5.06421505;3561.081886;4140.509764;6882.044474
13.11.2020 05:30;+01:00;4.99745683;3562.129339;4140.555859;6882.336934
13.11.2020 06:00;+01:00;4.935149157;3563.313484;4140.617847;6882.634958
13.11.2020 06:30;+01:00;4.869281046;3564.271132;4140.675068;6882.963181
13.11.2020 07:00;+01:00;4.753566796;3565.642834;4140.716394;6883.41856
13.11.2020 07:30;+01:00;4.897764553;3566.902479;4140.791098;6883.672873
13.11.2020 08:00;+01:00;5.017929351;3568.336169;4140.91746;6884.106795
13.11.2020 08:30;+01:00;5.589379721;3570.480347;4141.500791;6884.620984
13.11.2020 09:00;+01:00;6.671753007;3571.623166;4141.990344;6884.847879
13.11.2020 09:30;+01:00;7.875181201;3572.887182;4142.731428;6885.092258
